2011-06-12 09:48:54,218 [INFO ] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4a6cbf: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,articleClient,restTemplate,articleService,baseService,usersService,ordersService,propertyConfigurer,dataSource,sessionFactory,sqlSessionFactory,hibernateGeneralDao,myBatisGeneralDao]; root of factory hierarchy
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'org.springframework.context.annotation.internalRequiredAnnotationProcessor'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Returning cached instance of singleton bean 'org.springframework.context.annotation.internalPersistenceAnnotationProcessor'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating shared instance of singleton bean 'articleClient'
2011-06-12 09:48:54,218 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'articleClient'
2011-06-12 09:48:54,234 [DEBUG] org.springframework.beans.factory.annotation.InjectionMetadata  - Found injected element on class [com.soar.ax.client.ArticleClient]: AutowiredFieldElement for protected org.springframework.web.client.RestTemplate com.soar.ax.client.ArticleClient.restTemplate
2011-06-12 09:48:54,234 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Eagerly caching bean 'articleClient' to allow for resolving potential circular references
2011-06-12 09:48:54,234 [DEBUG] org.springframework.beans.factory.annotation.InjectionMetadata  - Processing injected method of bean 'articleClient': AutowiredFieldElement for protected org.springframework.web.client.RestTemplate com.soar.ax.client.ArticleClient.restTemplate
2011-06-12 09:48:54,265 [DEBUG] org.apache.ibatis.logging.LogFactory  - Logging initialized using 'org.apache.ibatis.logging.slf4j.Slf4jImpl' adapter.
2011-06-12 09:48:54,281 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating shared instance of singleton bean 'restTemplate'
2011-06-12 09:48:54,281 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'restTemplate'
2011-06-12 09:48:54,390 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Eagerly caching bean 'restTemplate' to allow for resolving potential circular references
